Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
227794,XII - SOCCSKSARGEN,81371,Female,61,Extended Family,8,32,19,3,1
144465,XII - SOCCSKSARGEN,35139,Male,26,Single Family,1,22,22,1,1
278426,XII - SOCCSKSARGEN,99739,Male,58,Single Family,6,40,20,3,1
534441,XII - SOCCSKSARGEN,134733,Male,56,Single Family,6,100,20,4,1
147510,XII - SOCCSKSARGEN,80651,Female,52,Single Family,6,20,10,2,1
281813,XII - SOCCSKSARGEN,143184,Male,57,Single Family,4,50,19,2,1
398635,XII - SOCCSKSARGEN,105370,Male,63,Single Family,5,60,29,2,1
572056,XII - SOCCSKSARGEN,163295,Female,62,Extended Family,7,250,12,3,1
577470,XII - SOCCSKSARGEN,173037,Male,62,Single Family,4,80,19,4,1
939700,XII - SOCCSKSARGEN,224897,Male,52,Single Family,8,100,21,4,1
727135,XII - SOCCSKSARGEN,167797,Male,52,Single Family,6,100,15,4,1
301005,XII - SOCCSKSARGEN,94313,Male,85,Single Family,4,70,15,2,1
1137818,XII - SOCCSKSARGEN,128747,Male,51,Single Family,4,70,13,4,1
174715,XII - SOCCSKSARGEN,78262,Male,36,Single Family,4,40,30,3,1
210675,XII - SOCCSKSARGEN,75398,Male,67,Single Family,4,45,14,3,1
641210,XII - SOCCSKSARGEN,198620,Male,71,Single Family,6,60,18,3,1
308423,XII - SOCCSKSARGEN,119505,Male,63,Single Family,6,36,36,3,1
96637,XII - SOCCSKSARGEN,59603,Male,41,Single Family,2,35,12,3,1
194496,XII - SOCCSKSARGEN,99601,Male,46,Single Family,4,40,11,1,1
281870,XII - SOCCSKSARGEN,119649,Female,39,Single Family,5,32,14,2,1
198212,XII - SOCCSKSARGEN,104458,Male,46,Single Family,8,35,14,2,1
345485,XII - SOCCSKSARGEN,147144,Male,81,Single Family,6,50,23,2,1
1096237,XII - SOCCSKSARGEN,188727,Male,50,Single Family,5,120,25,4,1
185309,XII - SOCCSKSARGEN,69417,Male,47,Single Family,5,80,20,2,1
207029,XII - SOCCSKSARGEN,68920,Male,42,Single Family,5,90,13,2,1
504200,XII - SOCCSKSARGEN,111164,Male,39,Single Family,4,80,17,2,1
239870,XII - SOCCSKSARGEN,64401,Female,56,Extended Family,3,90,17,3,1
686100,XII - SOCCSKSARGEN,133704,Male,55,Single Family,3,100,25,4,1
130000,XII - SOCCSKSARGEN,34411,Male,63,Single Family,2,80,20,2,1
3168662,XII - SOCCSKSARGEN,83277,Male,50,Single Family,2,320,20,4,1
288833,XII - SOCCSKSARGEN,48156,Female,59,Extended Family,2,90,20,2,1
387299,XII - SOCCSKSARGEN,118677,Male,34,Single Family,4,80,20,2,1
645841,XII - SOCCSKSARGEN,183002,Male,55,Single Family,6,110,20,3,1
149965,XII - SOCCSKSARGEN,60012,Male,28,Single Family,4,90,17,2,1
443801,XII - SOCCSKSARGEN,99809,Male,53,Extended Family,6,90,20,3,1
291724,XII - SOCCSKSARGEN,116002,Male,48,Single Family,4,85,17,2,1
427567,XII - SOCCSKSARGEN,84868,Female,60,Extended Family,4,90,17,2,1
2024094,XII - SOCCSKSARGEN,115225,Female,33,Extended Family,3,80,17,2,1
145138,XII - SOCCSKSARGEN,67812,Male,52,Single Family,3,80,17,2,1
278452,XII - SOCCSKSARGEN,107577,Male,47,Single Family,5,30,17,2,1
291852,XII - SOCCSKSARGEN,82043,Male,55,Single Family,5,90,25,3,1
109471,XII - SOCCSKSARGEN,49198,Male,58,Single Family,3,70,25,2,1
144200,XII - SOCCSKSARGEN,83003,Female,51,Single Family,4,45,22,2,1
262140,XII - SOCCSKSARGEN,96113,Male,52,Extended Family,7,45,28,1,1
302830,XII - SOCCSKSARGEN,67733,Male,39,Single Family,4,80,14,2,1
100849,XII - SOCCSKSARGEN,47029,Male,34,Single Family,3,15,13,1,1
346154,XII - SOCCSKSARGEN,110457,Male,62,Extended Family,6,60,32,4,1
231447,XII - SOCCSKSARGEN,85406,Male,48,Single Family,7,58,13,2,1
101717,XII - SOCCSKSARGEN,52352,Male,42,Extended Family,5,16,12,2,1
28321,XII - SOCCSKSARGEN,12455,Female,76,Single Family,1,7,12,0,1
104570,XII - SOCCSKSARGEN,63171,Male,53,Single Family,4,27,12,2,1
121594,XII - SOCCSKSARGEN,59744,Male,37,Single Family,5,27,13,2,1
38306,XII - SOCCSKSARGEN,12417,Female,82,Single Family,1,7,12,0,0
139763,XII - SOCCSKSARGEN,49566,Male,45,Single Family,4,20,12,1,1
169535,XII - SOCCSKSARGEN,90153,Male,48,Single Family,7,26,14,2,1
83803,XII - SOCCSKSARGEN,46857,Female,91,Extended Family,4,20,15,1,1
76283,XII - SOCCSKSARGEN,41657,Male,61,Extended Family,6,20,12,1,1
380407,XII - SOCCSKSARGEN,117904,Male,44,Extended Family,8,56,14,2,1
73002,XII - SOCCSKSARGEN,54778,Male,57,Single Family,5,18,12,1,0
279353,XII - SOCCSKSARGEN,79594,Male,41,Single Family,5,36,16,2,1
200722,XII - SOCCSKSARGEN,88316,Male,54,Extended Family,9,29,18,1,1
171582,XII - SOCCSKSARGEN,79984,Male,45,Single Family,6,56,23,2,1
83116,XII - SOCCSKSARGEN,31811,Male,80,Single Family,2,78,45,2,1
78731,XII - SOCCSKSARGEN,41509,Male,43,Single Family,2,20,13,1,1
89870,XII - SOCCSKSARGEN,78135,Male,37,Single Family,8,27,17,2,1
56703,XII - SOCCSKSARGEN,39163,Male,65,Extended Family,3,13,18,1,1
121407,XII - SOCCSKSARGEN,61538,Male,56,Single Family,4,13,5,1,1
296010,XII - SOCCSKSARGEN,104700,Female,38,Single Family,3,192,10,3,1
127771,XII - SOCCSKSARGEN,74217,Male,60,Single Family,5,13,12,1,1
145538,XII - SOCCSKSARGEN,70487,Male,43,Single Family,5,29,1,2,1
102854,XII - SOCCSKSARGEN,61479,Male,31,Single Family,6,9,1,0,0
157838,XII - SOCCSKSARGEN,52566,Female,57,Single Family,4,29,40,2,1
44304,XII - SOCCSKSARGEN,27715,Male,41,Single Family,2,11,6,1,1
54965,XII - SOCCSKSARGEN,39197,Female,64,Single Family,3,15,21,1,1
109580,XII - SOCCSKSARGEN,46202,Male,63,Single Family,2,13,25,2,1
84872,XII - SOCCSKSARGEN,43392,Male,62,Extended Family,5,11,4,0,1
87221,XII - SOCCSKSARGEN,49207,Male,52,Extended Family,4,10,11,0,1
84840,XII - SOCCSKSARGEN,40495,Male,53,Single Family,3,9,2,0,0
143219,XII - SOCCSKSARGEN,65348,Male,38,Single Family,4,28,13,1,1
76234,XII - SOCCSKSARGEN,41517,Male,47,Single Family,2,22,7,2,1
74937,XII - SOCCSKSARGEN,44557,Male,27,Single Family,4,22,1,1,1
182828,XII - SOCCSKSARGEN,78629,Male,46,Single Family,4,13,6,1,1
91997,XII - SOCCSKSARGEN,53918,Male,68,Extended Family,6,11,2,0,1
147169,XII - SOCCSKSARGEN,65592,Male,71,Extended Family,6,13,12,2,1
88237,XII - SOCCSKSARGEN,78510,Male,39,Extended Family,11,20,25,2,1
79053,XII - SOCCSKSARGEN,45882,Male,36,Extended Family,6,20,10,1,1
70500,XII - SOCCSKSARGEN,36791,Male,9,Single Family,1,13,10,1,1
80104,XII - SOCCSKSARGEN,45690,Male,26,Extended Family,4,14,2,2,1
98355,XII - SOCCSKSARGEN,38522,Male,30,Single Family,4,13,5,1,1
105456,XII - SOCCSKSARGEN,81328,Male,41,Single Family,9,13,5,1,1
157900,XII - SOCCSKSARGEN,101427,Male,55,Extended Family,9,10,13,1,1
154434,XII - SOCCSKSARGEN,71806,Male,22,Single Family,2,54,30,2,1
133580,XII - SOCCSKSARGEN,79778,Male,37,Single Family,5,10,12,0,1
79833,XII - SOCCSKSARGEN,61089,Male,49,Single Family,6,11,2,0,1
716829,XII - SOCCSKSARGEN,182704,Male,43,Extended Family,5,173,11,4,1
322616,XII - SOCCSKSARGEN,105424,Male,54,Single Family,5,45,13,2,1
205268,XII - SOCCSKSARGEN,79393,Male,62,Extended Family,4,43,30,2,1
124486,XII - SOCCSKSARGEN,64897,Male,48,Single Family,2,14,15,0,1
77955,XII - SOCCSKSARGEN,39438,Female,68,Extended Family,2,9,13,0,1
89610,XII - SOCCSKSARGEN,45656,Female,60,Single Family,3,19,23,2,1
91620,XII - SOCCSKSARGEN,27074,Male,43,Single Family,1,11,20,1,1
489060,XII - SOCCSKSARGEN,121777,Male,59,Extended Family,5,180,35,6,1
362478,XII - SOCCSKSARGEN,81063,Male,61,Single Family,4,28,1,2,1
170309,XII - SOCCSKSARGEN,77200,Male,46,Single Family,8,21,30,2,1
2317700,XII - SOCCSKSARGEN,67207,Male,63,Single Family,2,59,36,3,1
480178,XII - SOCCSKSARGEN,97417,Male,60,Single Family,5,43,29,3,1
102922,XII - SOCCSKSARGEN,49844,Male,49,Extended Family,4,24,12,0,1
307144,XII - SOCCSKSARGEN,86274,Male,47,Extended Family,5,54,13,2,1
128141,XII - SOCCSKSARGEN,52558,Male,37,Extended Family,4,25,15,0,1
365735,XII - SOCCSKSARGEN,114576,Male,47,Extended Family,5,45,15,3,1
130978,XII - SOCCSKSARGEN,63124,Female,39,Single Family,4,40,15,2,1
154872,XII - SOCCSKSARGEN,52574,Female,61,Two or More Nonrelated Persons/Members,4,20,15,2,1
169172,XII - SOCCSKSARGEN,84029,Male,47,Single Family,6,24,13,1,1
325754,XII - SOCCSKSARGEN,57245,Male,63,Single Family,3,69,28,4,1
135850,XII - SOCCSKSARGEN,58138,Male,38,Single Family,6,24,12,2,1
170564,XII - SOCCSKSARGEN,61973,Male,32,Extended Family,3,22,32,2,1
470910,XII - SOCCSKSARGEN,133351,Male,38,Single Family,3,32,13,3,1
305048,XII - SOCCSKSARGEN,138502,Female,65,Single Family,6,59,35,2,1
226442,XII - SOCCSKSARGEN,91593,Male,43,Single Family,7,32,15,3,1
81542,XII - SOCCSKSARGEN,43898,Female,38,Single Family,5,32,13,0,1
86381,XII - SOCCSKSARGEN,33959,Male,42,Single Family,2,12,10,0,1
1209605,XII - SOCCSKSARGEN,241005,Male,55,Single Family,3,56,21,3,1
85389,XII - SOCCSKSARGEN,47082,Male,21,Extended Family,2,7,7,0,0
154312,XII - SOCCSKSARGEN,79321,Male,28,Single Family,3,19,30,2,1
365764,XII - SOCCSKSARGEN,87513,Male,62,Single Family,2,108,25,2,1
112752,XII - SOCCSKSARGEN,52229,Female,54,Single Family,2,13,18,1,1
264647,XII - SOCCSKSARGEN,118034,Male,58,Single Family,5,39,20,2,1
29190,XII - SOCCSKSARGEN,16603,Female,66,Single Family,2,48,0,1,0
138353,XII - SOCCSKSARGEN,66934,Male,38,Single Family,5,5,21,1,1
605450,XII - SOCCSKSARGEN,143229,Male,65,Extended Family,3,200,36,4,1
531425,XII - SOCCSKSARGEN,76976,Female,67,Single Family,2,58,35,4,1
110335,XII - SOCCSKSARGEN,72725,Male,55,Single Family,6,24,12,2,1
91238,XII - SOCCSKSARGEN,58639,Male,58,Single Family,3,50,13,1,1
103800,XII - SOCCSKSARGEN,57190,Male,25,Single Family,4,50,13,1,1
95609,XII - SOCCSKSARGEN,66941,Male,32,Single Family,2,50,13,0,1
272562,XII - SOCCSKSARGEN,260684,Female,79,Single Family,1,25,12,2,1
190725,XII - SOCCSKSARGEN,48907,Male,59,Single Family,4,32,5,2,1
349878,XII - SOCCSKSARGEN,148713,Male,33,Single Family,5,36,2,1,1
185641,XII - SOCCSKSARGEN,76559,Male,58,Extended Family,5,43,29,3,1
287212,XII - SOCCSKSARGEN,82048,Male,59,Extended Family,5,42,12,3,1
385507,XII - SOCCSKSARGEN,153373,Male,51,Extended Family,9,45,21,3,1
177214,XII - SOCCSKSARGEN,80961,Male,53,Extended Family,5,14,19,3,1
92784,XII - SOCCSKSARGEN,47350,Male,26,Single Family,4,14,19,3,1
128780,XII - SOCCSKSARGEN,52628,Male,27,Single Family,2,14,19,3,1
158084,XII - SOCCSKSARGEN,85926,Male,44,Extended Family,8,10,12,0,1
92917,XII - SOCCSKSARGEN,54984,Male,48,Single Family,3,19,18,2,1
94476,XII - SOCCSKSARGEN,56069,Male,41,Extended Family,4,28,20,2,1
111824,XII - SOCCSKSARGEN,73770,Male,55,Extended Family,3,27,13,2,1
137426,XII - SOCCSKSARGEN,72656,Female,55,Single Family,4,21,12,3,1
26881,XII - SOCCSKSARGEN,18461,Male,61,Single Family,1,17,19,1,0
38227,XII - SOCCSKSARGEN,17187,Female,59,Single Family,1,11,39,1,1
75709,XII - SOCCSKSARGEN,35285,Male,25,Single Family,2,17,39,2,1
148823,XII - SOCCSKSARGEN,96692,Male,37,Single Family,4,21,15,3,1
124072,XII - SOCCSKSARGEN,71599,Female,50,Extended Family,4,33,50,4,1
86025,XII - SOCCSKSARGEN,53043,Male,66,Extended Family,4,14,12,2,1
92632,XII - SOCCSKSARGEN,47029,Male,47,Single Family,3,33,21,3,1
128166,XII - SOCCSKSARGEN,58215,Male,59,Extended Family,4,33,21,3,1
93685,XII - SOCCSKSARGEN,73441,Male,42,Single Family,6,22,12,2,1
191670,XII - SOCCSKSARGEN,148327,Female,75,Extended Family,7,21,28,3,1
103753,XII - SOCCSKSARGEN,47091,Male,70,Extended Family,2,20,12,2,1
151354,XII - SOCCSKSARGEN,96704,Male,45,Extended Family,5,17,48,2,1
70747,XII - SOCCSKSARGEN,56456,Male,26,Single Family,2,21,12,2,1
188886,XII - SOCCSKSARGEN,99432,Female,52,Extended Family,7,41,12,4,1
142109,XII - SOCCSKSARGEN,69316,Male,76,Single Family,3,47,43,5,1
232474,XII - SOCCSKSARGEN,119468,Male,46,Single Family,8,16,12,2,1
187373,XII - SOCCSKSARGEN,92651,Male,70,Extended Family,5,34,25,3,1
494153,XII - SOCCSKSARGEN,163613,Female,71,Extended Family,7,33,44,4,1
82014,XII - SOCCSKSARGEN,56420,Male,45,Single Family,5,30,33,2,1
63145,XII - SOCCSKSARGEN,43185,Male,38,Single Family,4,9,15,0,0
129648,XII - SOCCSKSARGEN,33741,Female,73,Single Family,1,9,12,0,1
61247,XII - SOCCSKSARGEN,37753,Male,22,Single Family,3,16,12,1,0
202767,XII - SOCCSKSARGEN,130728,Male,63,Single Family,4,25,28,2,1
81546,XII - SOCCSKSARGEN,46500,Male,64,Single Family,3,80,16,2,1
132122,XII - SOCCSKSARGEN,65759,Male,49,Single Family,4,15,15,2,1
29857,XII - SOCCSKSARGEN,19378,Male,46,Single Family,1,30,12,1,0
86167,XII - SOCCSKSARGEN,39887,Male,30,Single Family,4,22,13,2,1
106077,XII - SOCCSKSARGEN,66723,Male,71,Extended Family,5,120,25,2,0
155603,XII - SOCCSKSARGEN,76219,Male,31,Single Family,6,20,12,2,0
122349,XII - SOCCSKSARGEN,72236,Male,74,Extended Family,4,15,30,2,1
27283,XII - SOCCSKSARGEN,18826,Female,65,Single Family,1,7,2,1,0
195061,XII - SOCCSKSARGEN,91027,Male,40,Extended Family,5,16,12,2,1
782196,XII - SOCCSKSARGEN,177386,Male,44,Single Family,4,35,12,4,1
234913,XII - SOCCSKSARGEN,119422,Male,44,Single Family,4,25,20,2,1
213750,XII - SOCCSKSARGEN,76688,Male,60,Extended Family,3,30,31,2,1
49694,XII - SOCCSKSARGEN,27648,Male,47,Single Family,1,15,12,1,1
81266,XII - SOCCSKSARGEN,63203,Male,59,Extended Family,8,12,27,1,1
150868,XII - SOCCSKSARGEN,69908,Female,79,Extended Family,4,45,53,4,1
578872,XII - SOCCSKSARGEN,139483,Male,64,Single Family,5,40,29,2,1
1158960,XII - SOCCSKSARGEN,301597,Male,60,Extended Family,7,30,18,2,1
371300,XII - SOCCSKSARGEN,143952,Male,55,Single Family,6,20,31,2,1
181263,XII - SOCCSKSARGEN,79323,Male,48,Single Family,2,20,20,2,1
133454,XII - SOCCSKSARGEN,39169,Male,47,Single Family,1,40,13,2,1
75018,XII - SOCCSKSARGEN,35128,Female,78,Single Family,2,17,53,2,1
229946,XII - SOCCSKSARGEN,133678,Male,68,Single Family,4,40,35,2,1
68763,XII - SOCCSKSARGEN,40228,Male,27,Single Family,3,15,8,1,1
59029,XII - SOCCSKSARGEN,29937,Male,37,Single Family,6,15,5,2,0
128738,XII - SOCCSKSARGEN,60582,Male,52,Single Family,6,30,18,1,1
139290,XII - SOCCSKSARGEN,67618,Male,47,Single Family,5,23,22,2,1
105878,XII - SOCCSKSARGEN,77493,Male,46,Single Family,5,15,25,1,1
135215,XII - SOCCSKSARGEN,60772,Male,45,Single Family,4,16,13,2,1
429518,XII - SOCCSKSARGEN,126901,Male,42,Single Family,5,40,6,2,1
51480,XII - SOCCSKSARGEN,33651,Male,23,Single Family,1,10,15,1,1
275468,XII - SOCCSKSARGEN,99837,Male,49,Single Family,5,35,15,4,1
973776,XII - SOCCSKSARGEN,225210,Male,56,Extended Family,7,54,23,3,1
66795,XII - SOCCSKSARGEN,35024,Male,71,Single Family,2,30,15,1,1
166770,XII - SOCCSKSARGEN,95575,Male,60,Extended Family,8,20,30,1,1
94851,XII - SOCCSKSARGEN,54770,Female,61,Extended Family,5,30,21,3,1
59747,XII - SOCCSKSARGEN,41946,Female,51,Single Family,2,15,29,2,1
172820,XII - SOCCSKSARGEN,62904,Male,58,Extended Family,4,25,11,2,1
126380,XII - SOCCSKSARGEN,60860,Male,68,Extended Family,2,30,35,3,1
199620,XII - SOCCSKSARGEN,84666,Male,40,Single Family,5,25,12,2,1
59263,XII - SOCCSKSARGEN,47732,Male,61,Single Family,3,25,60,3,1
67820,XII - SOCCSKSARGEN,41549,Female,45,Single Family,1,20,7,2,1
89940,XII - SOCCSKSARGEN,60135,Female,47,Single Family,2,10,7,0,1
49546,XII - SOCCSKSARGEN,51304,Male,49,Single Family,5,15,22,1,1
39909,XII - SOCCSKSARGEN,31736,Female,55,Single Family,3,12,5,1,1
75165,XII - SOCCSKSARGEN,38663,Female,63,Extended Family,3,50,9,2,1
177904,XII - SOCCSKSARGEN,57855,Male,58,Single Family,5,47,45,1,1
176580,XII - SOCCSKSARGEN,44490,Male,43,Extended Family,3,26,7,1,1
150892,XII - SOCCSKSARGEN,58696,Male,68,Extended Family,4,38,20,3,1
162394,XII - SOCCSKSARGEN,111459,Male,48,Extended Family,8,80,18,2,1
156291,XII - SOCCSKSARGEN,74992,Male,60,Single Family,3,80,17,2,1
313253,XII - SOCCSKSARGEN,71852,Female,57,Extended Family,4,80,30,2,1
74130,XII - SOCCSKSARGEN,43194,Male,70,Extended Family,6,40,19,2,1
61223,XII - SOCCSKSARGEN,29611,Female,59,Single Family,3,25,1,2,1
550932,XII - SOCCSKSARGEN,98017,Male,51,Extended Family,6,80,20,2,1
293471,XII - SOCCSKSARGEN,97045,Male,56,Extended Family,9,100,32,2,1
88589,XII - SOCCSKSARGEN,55032,Male,69,Single Family,5,81,20,2,1
88345,XII - SOCCSKSARGEN,44694,Male,40,Extended Family,10,15,12,1,1
25991,XII - SOCCSKSARGEN,14391,Male,27,Single Family,1,7,14,0,1
41636,XII - SOCCSKSARGEN,25154,Male,68,Single Family,4,14,12,1,1
63975,XII - SOCCSKSARGEN,46484,Male,28,Single Family,7,19,12,1,1
39235,XII - SOCCSKSARGEN,30793,Male,38,Single Family,5,11,12,1,0
61338,XII - SOCCSKSARGEN,31319,Male,31,Single Family,4,15,13,1,1
591307,XII - SOCCSKSARGEN,136957,Male,75,Single Family,4,108,19,4,1
120334,XII - SOCCSKSARGEN,67906,Male,43,Single Family,4,26,12,3,1
130623,XII - SOCCSKSARGEN,61175,Male,32,Single Family,3,20,12,2,1
77869,XII - SOCCSKSARGEN,49422,Male,41,Single Family,3,15,13,1,1
55020,XII - SOCCSKSARGEN,24653,Male,41,Single Family,4,18,15,2,1
61148,XII - SOCCSKSARGEN,53129,Female,38,Single Family,2,20,13,2,0
48800,XII - SOCCSKSARGEN,24707,Male,35,Single Family,2,9,14,1,0
51912,XII - SOCCSKSARGEN,38757,Male,27,Single Family,5,12,13,0,1
56749,XII - SOCCSKSARGEN,38397,Female,51,Single Family,2,27,12,1,1
55588,XII - SOCCSKSARGEN,27841,Male,27,Single Family,3,14,12,1,1
55376,XII - SOCCSKSARGEN,38012,Male,53,Extended Family,4,15,13,0,1
19813,XII - SOCCSKSARGEN,20392,Female,83,Extended Family,2,10,15,0,1
54713,XII - SOCCSKSARGEN,25683,Female,63,Extended Family,2,18,12,1,0
99914,XII - SOCCSKSARGEN,44612,Male,71,Single Family,2,40,14,1,1
89770,XII - SOCCSKSARGEN,67263,Male,48,Single Family,6,25,15,2,1
55880,XII - SOCCSKSARGEN,40591,Male,74,Extended Family,5,16,12,1,0
57910,XII - SOCCSKSARGEN,39554,Male,40,Single Family,5,18,12,0,1
177535,XII - SOCCSKSARGEN,82809,Male,66,Extended Family,5,45,15,3,1
94641,XII - SOCCSKSARGEN,45005,Female,62,Extended Family,3,28,12,2,1
53425,XII - SOCCSKSARGEN,29908,Male,31,Single Family,1,10,12,0,1
80878,XII - SOCCSKSARGEN,65918,Male,48,Single Family,4,25,13,2,1
39491,XII - SOCCSKSARGEN,25618,Male,67,Single Family,5,11,13,0,0
69083,XII - SOCCSKSARGEN,32077,Male,29,Single Family,4,13,12,1,1
67394,XII - SOCCSKSARGEN,44322,Male,39,Extended Family,7,26,13,3,0
68474,XII - SOCCSKSARGEN,46331,Male,54,Single Family,7,13,12,0,0
68307,XII - SOCCSKSARGEN,39877,Male,20,Single Family,4,16,21,2,0
425880,XII - SOCCSKSARGEN,154919,Male,63,Single Family,6,24,12,3,1
637448,XII - SOCCSKSARGEN,125915,Male,60,Extended Family,5,71,20,3,1
307150,XII - SOCCSKSARGEN,72093,Male,58,Extended Family,3,81,17,3,1
184890,XII - SOCCSKSARGEN,56763,Male,35,Single Family,2,51,20,4,1
187770,XII - SOCCSKSARGEN,77922,Female,50,Extended Family,6,43,12,3,1
136255,XII - SOCCSKSARGEN,64518,Male,47,Extended Family,8,64,60,3,1
171867,XII - SOCCSKSARGEN,97411,Male,60,Extended Family,8,70,12,3,1
162349,XII - SOCCSKSARGEN,103082,Female,38,Extended Family,6,20,18,2,1
145415,XII - SOCCSKSARGEN,88564,Male,60,Extended Family,6,59,6,1,1
97357,XII - SOCCSKSARGEN,41001,Male,58,Extended Family,4,19,44,2,1
128484,XII - SOCCSKSARGEN,59268,Male,42,Single Family,5,24,12,2,1
93925,XII - SOCCSKSARGEN,48090,Male,63,Single Family,5,26,24,2,1
149493,XII - SOCCSKSARGEN,62045,Male,33,Extended Family,8,27,20,3,1
82184,XII - SOCCSKSARGEN,75092,Male,46,Single Family,9,15,20,1,1
129360,XII - SOCCSKSARGEN,82512,Male,41,Single Family,5,14,12,1,1
373644,XII - SOCCSKSARGEN,56009,Female,51,Single Family,1,180,17,3,1
33341,XII - SOCCSKSARGEN,25150,Female,76,Single Family,1,30,13,1,1
119162,XII - SOCCSKSARGEN,69716,Male,29,Single Family,4,40,12,1,1
99648,XII - SOCCSKSARGEN,73222,Male,34,Single Family,7,17,12,1,1
159294,XII - SOCCSKSARGEN,64294,Male,78,Extended Family,3,65,18,3,1
260294,XII - SOCCSKSARGEN,93429,Male,45,Single Family,5,32,57,1,1
125635,XII - SOCCSKSARGEN,75123,Male,34,Single Family,5,40,17,2,1
129186,XII - SOCCSKSARGEN,77593,Male,47,Single Family,5,25,11,2,1
207324,XII - SOCCSKSARGEN,48739,Male,60,Single Family,2,112,27,2,1
93462,XII - SOCCSKSARGEN,74016,Male,44,Extended Family,6,24,12,2,1
97998,XII - SOCCSKSARGEN,56319,Male,61,Extended Family,4,80,14,2,1
131375,XII - SOCCSKSARGEN,54685,Male,55,Single Family,4,32,12,2,1
212856,XII - SOCCSKSARGEN,55142,Male,64,Single Family,2,36,16,2,1
91899,XII - SOCCSKSARGEN,56804,Female,45,Single Family,2,65,12,2,1
112973,XII - SOCCSKSARGEN,79478,Male,52,Single Family,6,25,12,2,1
219501,XII - SOCCSKSARGEN,64421,Male,71,Single Family,3,26,12,1,1
98515,XII - SOCCSKSARGEN,68348,Male,42,Single Family,4,30,25,2,1
231139,XII - SOCCSKSARGEN,78841,Male,66,Extended Family,4,30,13,3,1
150024,XII - SOCCSKSARGEN,69700,Male,38,Single Family,6,25,12,2,1
103177,XII - SOCCSKSARGEN,61470,Female,73,Extended Family,4,32,13,2,1
74233,XII - SOCCSKSARGEN,54967,Male,38,Single Family,4,60,12,2,1
133018,XII - SOCCSKSARGEN,64388,Male,73,Single Family,4,25,40,2,1
64115,XII - SOCCSKSARGEN,37350,Male,36,Single Family,3,40,15,1,1
336640,XII - SOCCSKSARGEN,142557,Male,51,Single Family,8,40,20,4,1
84057,XII - SOCCSKSARGEN,34210,Male,29,Single Family,2,28,45,2,1
31970,XII - SOCCSKSARGEN,23224,Female,75,Single Family,1,20,27,0,1
48865,XII - SOCCSKSARGEN,52715,Male,75,Single Family,1,20,16,0,1
88290,XII - SOCCSKSARGEN,66832,Male,43,Single Family,4,30,18,0,1
215380,XII - SOCCSKSARGEN,106522,Male,60,Single Family,8,40,12,2,1
37125,XII - SOCCSKSARGEN,25847,Female,16,Single Family,1,40,25,1,1
101400,XII - SOCCSKSARGEN,63938,Male,39,Single Family,4,28,15,1,1
87232,XII - SOCCSKSARGEN,42929,Male,26,Single Family,3,50,15,2,1
207112,XII - SOCCSKSARGEN,61549,Male,48,Single Family,3,30,30,0,1
96131,XII - SOCCSKSARGEN,35646,Male,47,Single Family,1,28,15,2,1
1001906,XII - SOCCSKSARGEN,108533,Male,56,Single Family,4,100,18,3,1
686936,XII - SOCCSKSARGEN,182344,Male,65,Single Family,4,40,23,3,1
394656,XII - SOCCSKSARGEN,84250,Male,67,Single Family,3,40,28,2,1
441025,XII - SOCCSKSARGEN,105829,Female,34,Single Family,3,80,12,2,1
94705,XII - SOCCSKSARGEN,48539,Female,65,Single Family,2,30,25,1,1
154070,XII - SOCCSKSARGEN,98471,Male,25,Single Family,3,50,25,2,1
80234,XII - SOCCSKSARGEN,40227,Female,22,Single Family,4,60,12,2,1
127011,XII - SOCCSKSARGEN,75243,Male,33,Single Family,4,40,10,2,1
227028,XII - SOCCSKSARGEN,74058,Female,53,Extended Family,6,41,35,3,1
90871,XII - SOCCSKSARGEN,54625,Male,35,Single Family,4,24,6,3,1
59084,XII - SOCCSKSARGEN,55517,Female,41,Single Family,4,11,14,1,0
57259,XII - SOCCSKSARGEN,43597,Male,38,Extended Family,6,13,10,1,0
118418,XII - SOCCSKSARGEN,77281,Female,69,Extended Family,4,20,1,2,1
30587,XII - SOCCSKSARGEN,22607,Female,69,Extended Family,2,16,54,2,0
70510,XII - SOCCSKSARGEN,49614,Male,25,Single Family,4,16,12,2,0
70922,XII - SOCCSKSARGEN,46714,Male,51,Single Family,3,15,13,2,1
102432,XII - SOCCSKSARGEN,65295,Male,59,Two or More Nonrelated Persons/Members,7,16,24,2,1
79184,XII - SOCCSKSARGEN,59980,Male,33,Single Family,6,14,13,2,1
125071,XII - SOCCSKSARGEN,81688,Male,42,Single Family,7,10,5,2,1
98975,XII - SOCCSKSARGEN,67094,Male,76,Single Family,5,11,30,2,1
143659,XII - SOCCSKSARGEN,94006,Male,62,Single Family,6,24,25,4,1
50529,XII - SOCCSKSARGEN,29869,Male,73,Single Family,2,9,26,1,0
77405,XII - SOCCSKSARGEN,52453,Male,31,Single Family,5,20,3,2,0
61070,XII - SOCCSKSARGEN,50211,Male,35,Single Family,3,8,14,0,0
66117,XII - SOCCSKSARGEN,54855,Male,26,Single Family,4,9,1,2,0
72120,XII - SOCCSKSARGEN,57283,Male,36,Single Family,5,19,13,2,0
61923,XII - SOCCSKSARGEN,45476,Male,26,Single Family,4,9,14,2,0
